CVE ID,Vulnerability Type(s),Score
CVE-2018-18546,Sql,7.5
CVE-2018-18545,XSS,4.3
CVE-2018-18544,,4.3
CVE-2018-18541,,5.0
CVE-2018-18540,XSS,4.3
CVE-2018-18537,,2.1
CVE-2018-18536,,7.2
CVE-2018-18535,Exec Code,7.2
CVE-2018-18531,Bypass,5.0
CVE-2018-18530,Sql,7.5
CVE-2018-18529,Sql,7.5
CVE-2018-18527,Sql,7.5
CVE-2018-18521,DoS,4.3
CVE-2018-18520,DoS Overflow,4.3
CVE-2018-18519,#NAME?,6.8
CVE-2018-18517,XSS,3.5
CVE-2018-18488,Sql,7.5
CVE-2018-18487,#NAME?,5.0
CVE-2018-18486,Sql,7.5
CVE-2018-18485,Dir. Trav.,6.4
CVE-2018-18484,,4.3
CVE-2018-18483,DoS Overflow,6.8
CVE-2018-18482,DoS,4.3
CVE-2018-18481,,4.3
CVE-2018-18480,,4.3
CVE-2018-18478,XSS,4.3
CVE-2018-18476,Sql,7.5
CVE-2018-18475,,7.5
CVE-2018-18467,#NAME?,5.0
CVE-2018-18461,Exec Code,7.5
CVE-2018-18460,XSS,4.3
CVE-2018-18459,DoS,4.3
CVE-2018-18458,DoS,4.3
CVE-2018-18457,DoS,4.3
CVE-2018-18456,DoS,4.3
CVE-2018-18455,DoS,4.3
CVE-2018-18454,DoS,4.3
CVE-2018-18450,Sql,7.5
CVE-2018-18445,,7.2
CVE-2018-18444,,6.8
CVE-2018-18443,,4.3
CVE-2018-18442,,7.8
CVE-2018-18441,#NAME?,5.0
CVE-2018-18440,Overflow,7.2
CVE-2018-18439,Overflow,10.0
CVE-2018-18438,Overflow,2.1
CVE-2018-18437,XSS,4.3
CVE-2018-18436,CSRF,6.8
CVE-2018-18434,Dir. Trav.,5.0
CVE-2018-18433,XSS,3.5
CVE-2018-18432,CSRF,6.8
CVE-2018-18431,XSS,3.5
CVE-2018-18430,XSS,3.5
CVE-2018-18428,#NAME?,5.0
CVE-2018-18427,Sql,7.5
CVE-2018-18426,Exec Code,9.0
CVE-2018-18422,CSRF,6.8
CVE-2018-18420,CSRF,6.8
CVE-2018-18419,XSS,3.5
CVE-2018-18417,XSS,3.5
CVE-2018-18416,XSS,3.5
CVE-2018-18409,DoS,4.3
CVE-2018-18408,DoS,7.5
CVE-2018-18407,DoS,4.3
CVE-2018-18399,Exec Code Sql,7.5
CVE-2018-18398,,1.9
CVE-2018-18397,,2.1
CVE-2018-18396,Exec Code,7.5
CVE-2018-18395,,10.0
CVE-2018-18394,,5.0
CVE-2018-18393,,5.0
CVE-2018-18392,,6.5
CVE-2018-18391,,6.5
CVE-2018-18390,#NAME?,5.0
CVE-2018-18389,,7.5
CVE-2018-18388,Exec Code,7.5
CVE-2018-18387,,9.0
CVE-2018-18386,,2.1
CVE-2018-18385,DoS,5.0
CVE-2018-18384,Overflow,4.3
CVE-2018-18382,Exec Code,6.5
CVE-2018-18381,XSS,3.5
CVE-2018-18380,,5.8
CVE-2018-18377,,5.0
CVE-2018-18376,#NAME?,5.0
CVE-2018-18375,,5.0
CVE-2018-18374,XSS,3.5
CVE-2018-18373,XSS,3.5
CVE-2018-18372,XSS,4.3
CVE-2018-18362,XSS Bypass,4.3
CVE-2018-18361,XSS,4.3
CVE-2018-18359,,6.8
CVE-2018-18358,,2.9
CVE-2018-18357,,4.3
CVE-2018-18356,Overflow,6.8
CVE-2018-18355,,4.3
CVE-2018-18354,,6.8
CVE-2018-18353,,4.3
CVE-2018-18352,Bypass,4.3
CVE-2018-18351,Bypass,4.3
CVE-2018-18350,Bypass,4.3
CVE-2018-18349,,4.3
CVE-2018-18348,,4.3
CVE-2018-18347,,6.8
CVE-2018-18346,,4.3
CVE-2018-18345,Bypass,4.3
CVE-2018-18344,,4.3
CVE-2018-18343,,6.8
CVE-2018-18342,Exec Code,6.8
CVE-2018-18341,Overflow,6.8
CVE-2018-18340,,6.8
CVE-2018-18339,,6.8
CVE-2018-18338,,6.8
CVE-2018-18337,,6.8
CVE-2018-18336,,6.8
CVE-2018-18335,Overflow,6.8
CVE-2018-18332,,5.0
CVE-2018-18331,,5.0
CVE-2018-18330,,4.3
CVE-2018-18329,Exec Code,7.2
CVE-2018-18328,Exec Code,7.2
CVE-2018-18327,Exec Code,7.2
CVE-2018-18324,XSS,4.3
CVE-2018-18323,Dir. Trav. File Inclusion,5.0
CVE-2018-18322,,7.5
CVE-2018-18320,Exec Code,7.5
CVE-2018-18319,Exec Code,7.5
CVE-2018-18318,DoS,7.8
CVE-2018-18317,CSRF,6.8
CVE-2018-18316,CSRF,6.8
CVE-2018-18315,,5.0
CVE-2018-18314,Overflow,7.5
CVE-2018-18313,,6.4
CVE-2018-18312,Overflow,7.5
CVE-2018-18311,Overflow,7.5
CVE-2018-18310,DoS Overflow,4.3
CVE-2018-18309,DoS Overflow,4.3
CVE-2018-18308,XSS,4.3
CVE-2018-18307,XSS,4.3
CVE-2018-18296,XSS,4.3
CVE-2018-18291,XSS,4.3
CVE-2018-18290,XSS,3.5
CVE-2018-18289,#NAME?,5.0
CVE-2018-18287,#NAME?,5.0
CVE-2018-18284,Bypass,6.8
CVE-2018-18282,XSS,4.3
CVE-2018-18281,,4.6
CVE-2018-18274,Overflow,6.8
CVE-2018-18271,XSS,4.3
CVE-2018-18270,XSS,4.3
CVE-2018-18262,XSS,4.3
CVE-2018-18260,XSS,4.3
CVE-2018-18259,XSS,4.3
CVE-2018-18258,Exec Code,7.5
CVE-2018-18257,Dir. Trav.,6.4
CVE-2018-18250,,5.0
CVE-2018-18249,,7.5
CVE-2018-18248,XSS,4.3
CVE-2018-18247,XSS,3.5
CVE-2018-18246,CSRF,4.3
CVE-2018-18245,XSS,3.5
CVE-2018-18242,Sql,7.5
CVE-2018-18240,Exec Code,7.5
CVE-2018-18227,,5.0
CVE-2018-18226,,7.8
CVE-2018-18225,,5.0
CVE-2018-18224,#NAME?,5.8
CVE-2018-18223,#NAME?,5.8
CVE-2018-18215,CSRF,6.8
CVE-2018-18211,Sql,6.8
CVE-2018-18210,XSS,4.3
CVE-2018-18209,XSS,4.3
CVE-2018-18208,XSS,4.3
CVE-2018-18207,,4.3
CVE-2018-18206,,5.0
CVE-2018-18203,Exec Code,6.9
CVE-2018-18202,,5.0
CVE-2018-18201,CSRF,6.8
CVE-2018-18200,Sql,7.5
CVE-2018-18199,XSS,4.3
CVE-2018-18198,XSS,4.3
CVE-2018-18197,Overflow,7.5
CVE-2018-18196,,6.8
CVE-2018-18195,,4.3
CVE-2018-18194,,6.8
CVE-2018-18193,Overflow,6.8
CVE-2018-18192,,4.3
CVE-2018-18191,CSRF,6.8
CVE-2018-18190,,4.3
CVE-2018-18097,,4.6
CVE-2018-18096,DoS Overflow,2.1
CVE-2018-18093,#NAME?,4.6
CVE-2018-18088,,4.3
CVE-2018-18087,XSS,3.5
CVE-2018-18086,,6.5
CVE-2018-18084,Sql,7.5
CVE-2018-18083,Exec Code,7.5
CVE-2018-18082,XSS,4.3
CVE-2018-18075,Sql,7.5
CVE-2018-18074,,5.0
CVE-2018-18073,Bypass +Info,4.3
CVE-2018-18071,#NAME?,5.0
CVE-2018-18070,,7.1
CVE-2018-18069,XSS,4.3
CVE-2018-18066,DoS,5.0
CVE-2018-18065,DoS,4.0
CVE-2018-18064,,4.3
CVE-2018-18062,XSS,4.3
CVE-2018-18061,,6.4
CVE-2018-18029,XSS,3.5
CVE-2018-18026,DoS Exec Code Overflow,4.6
CVE-2018-18025,DoS,4.3
CVE-2018-18024,DoS,4.3
CVE-2018-18023,DoS,4.3
CVE-2018-18021,DoS,3.6
CVE-2018-18020,DoS,4.3
CVE-2018-18016,,4.3
CVE-2018-18014,Exec Code,7.2
CVE-2018-18013,Exec Code,7.2
CVE-2018-18009,,5.0
CVE-2018-18008,,5.0
CVE-2018-18007,,5.0
CVE-2018-18006,,7.5
CVE-2018-17987,,5.0
CVE-2018-17986,CSRF,6.8
CVE-2018-17985,,4.3
CVE-2018-17984,Exec Code,4.6
CVE-2018-17983,,6.4
CVE-2018-17980,Exec Code +Priv,6.8
CVE-2018-17977,DoS,4.9
CVE-2018-17976,#NAME?,4.0
CVE-2018-17975,#NAME?,5.0
CVE-2018-17974,DoS,4.3
CVE-2018-17972,,4.9
CVE-2018-17969,,5.0
CVE-2018-17968,,5.0
CVE-2018-17967,,4.3
CVE-2018-17966,,4.3
CVE-2018-17965,,4.3
CVE-2018-17964,XSS,4.3
CVE-2018-17963,DoS,7.5
CVE-2018-17962,Overflow,5.0
CVE-2018-17961,Bypass,6.8
CVE-2018-17960,XSS,4.3
CVE-2018-17958,Overflow,5.0
CVE-2018-17957,,2.1
CVE-2018-17953,,9.3
CVE-2018-17952,XSS,4.3
CVE-2018-17950,,5.0
CVE-2018-17949,XSS,4.3
CVE-2018-17948,,5.8
CVE-2018-17947,XSS,4.3
CVE-2018-17946,XSS,4.3
CVE-2018-17942,Overflow,6.8
CVE-2018-17939,#NAME?,5.0
CVE-2018-17938,,5.0
CVE-2018-17936,Exec Code,7.5
CVE-2018-17935,,4.8
CVE-2018-17934,Exec Code Dir. Trav. +Info,7.5
CVE-2018-17933,Exec Code,6.5
CVE-2018-17931,Exec Code,7.2
CVE-2018-17930,Exec Code Overflow,10.0
CVE-2018-17929,Exec Code Overflow,6.8
CVE-2018-17927,Exec Code,6.8
CVE-2018-17925,,4.4
CVE-2018-17924,,7.8
CVE-2018-17923,,6.9
CVE-2018-17922,,5.0
CVE-2018-17921,,5.8
CVE-2018-17919,,6.4
CVE-2018-17918,Bypass,7.5
CVE-2018-17917,#NAME?,5.0
CVE-2018-17916,Exec Code Overflow,10.0
CVE-2018-17915,,6.4
CVE-2018-17914,Exec Code,10.0
CVE-2018-17913,Exec Code,6.8
CVE-2018-17912,,5.0
CVE-2018-17911,Exec Code Overflow,6.8
CVE-2018-17910,Exec Code Overflow,9.3
CVE-2018-17909,Exec Code,6.8
CVE-2018-17908,,7.2
CVE-2018-17907,#NAME?,4.3
CVE-2018-17906,,3.3
CVE-2018-17905,Overflow Mem. Corr.,6.8
CVE-2018-17904,XSS,4.3
CVE-2018-17903,,6.4
CVE-2018-17902,DoS,5.0
CVE-2018-17901,Exec Code,6.8
CVE-2018-17900,,5.0
CVE-2018-17899,Exec Code Dir. Trav.,6.8
CVE-2018-17898,,7.8
CVE-2018-17897,Exec Code Overflow,7.5
CVE-2018-17896,Exec Code +Info,9.3
CVE-2018-17895,Exec Code,7.5
CVE-2018-17894,#NAME?,7.5
CVE-2018-17893,Exec Code,7.5
CVE-2018-17892,Exec Code,6.5
CVE-2018-17891,#NAME?,4.3
CVE-2018-17890,Exec Code,7.5
CVE-2018-17889,,4.3
CVE-2018-17888,Exec Code,7.5
CVE-2018-17886,XSS Bypass,3.5
CVE-2018-17884,XSS,4.3
CVE-2018-17881,,5.0
CVE-2018-17880,,7.8
CVE-2018-17877,Bypass,5.0
CVE-2018-17876,XSS,4.3
CVE-2018-17874,XSS,4.3
CVE-2018-17873,,3.3
CVE-2018-17872,,6.5
CVE-2018-17871,,4.0
CVE-2018-17870,,5.8
CVE-2018-17869,CSRF,6.8
CVE-2018-17868,XSS,3.5
CVE-2018-17867,Exec Code,9.0
CVE-2018-17866,XSS,4.3
CVE-2018-17859,,4.0
CVE-2018-17858,CSRF,6.8
CVE-2018-17857,,4.0
CVE-2018-17856,Exec Code,6.5
CVE-2018-17855,,6.5
CVE-2018-17854,DoS,4.3
CVE-2018-17852,Sql,7.5
CVE-2018-17851,DoS,0.0
CVE-2018-17850,DoS,0.0
CVE-2018-17849,XSS,3.5
CVE-2018-17848,,5.0
CVE-2018-17847,Overflow,5.0
CVE-2018-17846,,5.0
CVE-2018-17838,Dir. Trav.,5.0
CVE-2018-17837,Dir. Trav.,6.4
CVE-2018-17836,Exec Code Dir. Trav.,6.5
CVE-2018-17835,XSS,3.5
CVE-2018-17832,XSS,4.3
CVE-2018-17831,Sql,7.5
CVE-2018-17830,XSS,3.5
CVE-2018-17828,Dir. Trav.,5.8
CVE-2018-17827,Exec Code,6.5
CVE-2018-17826,Exec Code CSRF,6.8
CVE-2018-17825,,7.5
CVE-2018-17798,Dir. Trav.,5.5
CVE-2018-17797,Dir. Trav.,5.5
CVE-2018-17796,Sql,7.5
CVE-2018-17795,DoS Overflow,6.8
CVE-2018-17794,,4.3
CVE-2018-17793,Exec Code,10.0
CVE-2018-17787,,7.5
CVE-2018-17786,Exec Code,7.5
CVE-2018-17785,Dir. Trav.,5.0
CVE-2018-17784,XSS,4.3
CVE-2018-17783,XSS,3.5
CVE-2018-17782,XSS,3.5
CVE-2018-17781,#NAME?,5.0
CVE-2018-17780,#NAME?,4.0
CVE-2018-17777,Bypass,7.5
CVE-2018-17776,#NAME?,6.8
CVE-2018-17775,#NAME?,7.2
CVE-2018-17706,Exec Code Overflow,6.8
CVE-2018-17624,Exec Code,6.8
CVE-2018-17623,Exec Code,6.8
CVE-2018-17622,Exec Code,4.3
CVE-2018-17621,Exec Code,6.8
CVE-2018-17620,Exec Code,6.8
CVE-2018-17619,Exec Code,6.8
CVE-2018-17618,Exec Code,6.8
CVE-2018-17617,Exec Code,6.8
CVE-2018-17616,Exec Code,6.8
CVE-2018-17615,Exec Code,6.8
CVE-2018-17614,Exec Code Overflow,5.8
CVE-2018-17613,,5.0
CVE-2018-17612,,5.0
CVE-2018-17611,DoS Exec Code,7.5
CVE-2018-17610,DoS Exec Code,7.5
CVE-2018-17609,DoS Exec Code,7.5
CVE-2018-17608,DoS Exec Code,7.5
CVE-2018-17607,DoS Exec Code,7.5
CVE-2018-17605,Dir. Trav.,5.0
CVE-2018-17596,XSS,4.3
CVE-2018-17595,XSS,4.3
CVE-2018-17594,XSS,4.3
CVE-2018-17593,XSS,4.3
CVE-2018-17591,XSS,4.3
CVE-2018-17590,XSS,4.3
CVE-2018-17589,XSS,4.3
CVE-2018-17588,XSS,4.3
CVE-2018-17587,XSS,4.3
CVE-2018-17582,DoS,5.8
CVE-2018-17581,DoS,4.3
CVE-2018-17580,DoS,5.8
CVE-2018-17575,Sql,7.5
CVE-2018-17574,XSS,3.5
CVE-2018-17573,,7.5
CVE-2018-17571,XSS,4.3
CVE-2018-17570,Overflow Mem. Corr.,7.5
CVE-2018-17569,Overflow Mem. Corr.,7.5
CVE-2018-17568,Overflow Mem. Corr.,7.5
CVE-2018-17567,,5.0
CVE-2018-17566,Sql,7.5
CVE-2018-17562,Sql,5.0
CVE-2018-17556,XSS,3.5
CVE-2018-17555,#NAME?,5.0
CVE-2018-17553,Exec Code Dir. Trav.,6.5
CVE-2018-17552,Sql Bypass,7.5
CVE-2018-17540,Overflow,5.0
CVE-2018-17539,DoS,5.0
CVE-2018-17538,,7.5
CVE-2018-17534,Exec Code,7.2
CVE-2018-17533,XSS,4.3
CVE-2018-17532,Exec Code,10.0
CVE-2018-17481,,6.8
CVE-2018-17480,Exec Code,6.8
CVE-2018-17477,,4.3
CVE-2018-17476,,4.3
CVE-2018-17475,,4.3
CVE-2018-17474,,6.8
CVE-2018-17473,,4.3
CVE-2018-17472,,6.8
CVE-2018-17471,,4.3
CVE-2018-17469,,6.8
CVE-2018-17468,#NAME?,4.3
CVE-2018-17467,,4.3
CVE-2018-17466,,6.8
CVE-2018-17465,,6.8
CVE-2018-17464,,4.3
CVE-2018-17463,Exec Code,6.8
CVE-2018-17462,,6.8
CVE-2018-17456,Exec Code,7.5
CVE-2018-17448,,7.5
CVE-2018-17447,,5.0
CVE-2018-17446,Sql,7.5
CVE-2018-17445,,7.5
CVE-2018-17444,Dir. Trav.,5.0
CVE-2018-17443,XSS,4.3
CVE-2018-17442,Exec Code,6.5
CVE-2018-17441,XSS,4.3
CVE-2018-17440,Exec Code,7.5
CVE-2018-17439,Overflow,4.3
CVE-2018-17438,DoS,4.3
CVE-2018-17437,DoS,4.3
CVE-2018-17436,DoS,4.3
CVE-2018-17435,DoS,4.3
CVE-2018-17434,DoS,4.3
CVE-2018-17433,DoS Overflow,4.3
CVE-2018-17432,DoS,4.3
CVE-2018-17428,Sql,7.5
CVE-2018-17427,DoS,4.3
CVE-2018-17411,,10.0
CVE-2018-17410,Sql,7.5
CVE-2018-17408,Exec Code Overflow,6.8
CVE-2018-17407,Exec Code Overflow,6.8
CVE-2018-17404,#NAME?,2.6
CVE-2018-17403,,4.3
CVE-2018-17402,#NAME?,2.6
CVE-2018-17401,,4.3
CVE-2018-17400,,1.2
CVE-2018-17397,Sql,7.5
CVE-2018-17394,Sql,7.5
CVE-2018-17391,Sql,7.5
CVE-2018-17385,Sql,7.5
CVE-2018-17384,Sql,7.5
CVE-2018-17383,Sql,7.5
CVE-2018-17382,Sql,7.5
CVE-2018-17380,Sql,7.5
CVE-2018-17379,Sql,7.5
CVE-2018-17378,Sql,7.5
CVE-2018-17377,Sql,7.5
CVE-2018-17376,Sql,7.5
CVE-2018-17375,Sql,7.5
CVE-2018-17369,XSS,3.5
CVE-2018-17368,,5.0
CVE-2018-17366,CSRF,6.8
CVE-2018-17365,Dir. Trav.,6.4
CVE-2018-17364,Exec Code,6.8
CVE-2018-17361,XSS,4.3
CVE-2018-17360,DoS,4.3
CVE-2018-17359,DoS Overflow,4.3
CVE-2018-17358,DoS Overflow,4.3
CVE-2018-17341,Bypass,6.8
CVE-2018-17338,Overflow,6.8
CVE-2018-17337,XSS,4.3
CVE-2018-17336,DoS Mem. Corr. +Info,4.6
CVE-2018-17334,DoS Overflow,7.5
CVE-2018-17333,DoS Overflow,7.5
CVE-2018-17332,,5.0
CVE-2018-17322,XSS,4.3
CVE-2018-17321,XSS,4.3
CVE-2018-17320,XSS,4.3
CVE-2018-17317,Exec Code,7.5
CVE-2018-17316,XSS,4.3
CVE-2018-17315,XSS,4.3
CVE-2018-17314,XSS,4.3
CVE-2018-17313,XSS,4.3
CVE-2018-17312,XSS,4.3
CVE-2018-17311,XSS,4.3
CVE-2018-17310,XSS,4.3
CVE-2018-17309,XSS,4.3
CVE-2018-17302,XSS,3.5
CVE-2018-17301,XSS,3.5
CVE-2018-17300,XSS,3.5
CVE-2018-17298,,5.0
CVE-2018-17297,Dir. Trav.,6.4
CVE-2018-17294,DoS,4.3
CVE-2018-17293,DoS,6.8
CVE-2018-17292,DoS,4.3
CVE-2018-17283,Sql,5.0
CVE-2018-17282,,4.3
CVE-2018-17281,,5.0
CVE-2018-17256,XSS,3.5
CVE-2018-17255,XSS,4.3
CVE-2018-17254,Sql,7.5
CVE-2018-17247,#NAME?,4.3
CVE-2018-17246,Exec Code File Inclusion,7.5
CVE-2018-17245,,5.0
CVE-2018-17244,#NAME?,4.0
CVE-2018-17243,Sql,7.5
CVE-2018-17237,,4.3
CVE-2018-17236,,4.3
CVE-2018-17235,DoS,4.3
CVE-2018-17234,DoS,4.3
CVE-2018-17233,DoS,4.3
CVE-2018-17232,Exec Code Sql,7.5
CVE-2018-17231,DoS,5.0
CVE-2018-17230,DoS Overflow,4.3
CVE-2018-17229,DoS Overflow,4.3
CVE-2018-17228,Exec Code,7.5
CVE-2018-17218,XSS,3.5
CVE-2018-17217,,5.0
CVE-2018-17216,#NAME?,4.0
CVE-2018-17215,,4.3
CVE-2018-17208,Exec Code CSRF,9.3
CVE-2018-17207,Exec Code,7.5
CVE-2018-17206,,4.0
CVE-2018-17205,,5.0
CVE-2018-17204,,4.0
CVE-2018-17197,,4.3
CVE-2018-17195,CSRF,5.1
CVE-2018-17194,,5.0
CVE-2018-17193,XSS,4.3
CVE-2018-17192,,4.3
CVE-2018-17191,Exec Code,7.5
CVE-2018-17190,Exec Code,7.5
CVE-2018-17187,,5.8
CVE-2018-17186,Exec Code,6.5
CVE-2018-17184,Exec Code XSS,3.5
CVE-2018-17183,,6.8
CVE-2018-17182,Overflow +Priv,7.2
CVE-2018-17178,Exec Code,2.9
CVE-2018-17177,,2.1
CVE-2018-17176,,5.0
CVE-2018-17175,,5.0
CVE-2018-17174,DoS Exec Code Overflow,7.5
CVE-2018-17173,Exec Code,7.5
CVE-2018-17160,Exec Code,10.0
CVE-2018-17159,,7.8
CVE-2018-17158,Overflow,7.8
CVE-2018-17157,Exec Code Overflow Mem. Corr.,10.0
CVE-2018-17156,,4.3
CVE-2018-17155,#NAME?,2.1
CVE-2018-17154,DoS,4.9
CVE-2018-17153,#NAME?,10.0
CVE-2018-17144,DoS,5.0
CVE-2018-17143,Overflow,5.0
CVE-2018-17142,,5.0
CVE-2018-17141,Exec Code,7.5
CVE-2018-17140,XSS,3.5
CVE-2018-17139,Exec Code,6.5
CVE-2018-17138,XSS,3.5
CVE-2018-17137,Bypass,7.5
CVE-2018-17136,Sql,7.5
CVE-2018-17134,Exec Code,6.5
CVE-2018-17133,Exec Code,6.5
CVE-2018-17132,Exec Code,6.5
CVE-2018-17131,Exec Code,6.5
CVE-2018-17130,XSS,3.5
CVE-2018-17129,Sql,4.0
CVE-2018-17128,XSS,3.5
CVE-2018-17127,DoS,7.8
CVE-2018-17126,Exec Code,7.5
CVE-2018-17125,Dir. Trav.,6.4
CVE-2018-17113,XSS,4.3
CVE-2018-17111,,7.5
CVE-2018-17110,Sql,7.5
CVE-2018-17108,,4.3
CVE-2018-17107,,7.5
CVE-2018-17106,Overflow,6.4
CVE-2018-17104,CSRF,6.8
CVE-2018-17103,CSRF,6.8
CVE-2018-17102,CSRF,6.8
CVE-2018-17101,DoS,6.8
CVE-2018-17100,DoS Overflow,6.8
CVE-2018-17098,DoS,6.8
CVE-2018-17097,DoS,6.8
CVE-2018-17096,DoS,4.3
CVE-2018-17025,XSS,4.3
CVE-2018-17024,XSS,3.5
CVE-2018-17023,CSRF,6.8
CVE-2018-17022,DoS Overflow,8.0
CVE-2018-17021,XSS,4.3
CVE-2018-17020,DoS,7.8
CVE-2018-17019,,5.0
CVE-2018-17018,,4.0
CVE-2018-17017,,4.0
CVE-2018-17016,,4.0
CVE-2018-17015,,4.0
CVE-2018-17014,,4.0
CVE-2018-17013,,4.0
CVE-2018-17012,,4.0
CVE-2018-17011,,4.0
CVE-2018-17010,,4.0
CVE-2018-17009,,4.0
CVE-2018-17008,,4.0
CVE-2018-17007,,4.0
CVE-2018-17006,,4.0
CVE-2018-17005,,4.0
CVE-2018-17004,,4.0
CVE-2018-17003,XSS,4.3
CVE-2018-17002,XSS,4.3
CVE-2018-17001,XSS,4.3
CVE-2018-17000,,4.3
CVE-2018-16999,DoS,4.3
CVE-2018-16987,,4.0
CVE-2018-16986,Exec Code Overflow,5.8
CVE-2018-16985,DoS,5.0
CVE-2018-16984,Bypass,4.0
CVE-2018-16983,Bypass,7.5
CVE-2018-16982,DoS,4.3
CVE-2018-16981,Overflow,6.8
CVE-2018-16980,XSS,4.3
CVE-2018-16979,,5.8
CVE-2018-16978,XSS,4.3
CVE-2018-16977,#NAME?,5.0
CVE-2018-16976,,5.5
CVE-2018-16975,Exec Code,7.5
CVE-2018-16974,Exec Code Bypass,7.5
CVE-2018-16971,,4.0
CVE-2018-16970,,4.0
CVE-2018-16969,#NAME?,4.0
CVE-2018-16968,Dir. Trav.,3.5
CVE-2018-16965,XSS,4.3
CVE-2018-16962,,7.2
CVE-2018-16959,#NAME?,5.0
CVE-2018-16958,,5.8
CVE-2018-16957,,10.0
CVE-2018-16956,DoS,4.0
CVE-2018-16955,XSS,4.3
CVE-2018-16954,,5.8
CVE-2018-16953,XSS,4.3
CVE-2018-16952,CSRF,6.8
CVE-2018-16951,Exec Code CSRF,6.0
CVE-2018-16950,DoS,3.3
CVE-2018-16949,,5.0
CVE-2018-16948,#NAME?,5.0
CVE-2018-16947,,7.5
CVE-2018-16946,,5.0
CVE-2018-16884,Mem. Corr.,6.7
CVE-2018-16883,#NAME?,2.1
CVE-2018-16875,DoS,7.8
CVE-2018-16874,Exec Code Dir. Trav.,6.8
CVE-2018-16873,Exec Code,6.8
CVE-2018-16872,,3.5
CVE-2018-16869,,3.3
CVE-2018-16868,,3.3
CVE-2018-16867,Exec Code,4.4
CVE-2018-16863,Exec Code Bypass,9.3
CVE-2018-16862,#NAME?,2.1
CVE-2018-16861,Exec Code +Priv XSS CSRF,3.5
CVE-2018-16859,,2.1
CVE-2018-16857,,4.3
CVE-2018-16855,,5.0
CVE-2018-16854,CSRF,6.8
CVE-2018-16853,,4.3
CVE-2018-16852,DoS,3.5
CVE-2018-16851,DoS,4.0
CVE-2018-16850,Sql,7.5
CVE-2018-16849,#NAME?,5.0
CVE-2018-16847,,4.6
CVE-2018-16845,,5.8
CVE-2018-16844,,7.8
CVE-2018-16843,,7.8
CVE-2018-16842,DoS,6.4
CVE-2018-16841,DoS Mem. Corr.,4.0
CVE-2018-16840,,7.5
CVE-2018-16839,DoS Overflow,7.5
CVE-2018-16837,,2.1
CVE-2018-16836,Dir. Trav.,7.5
CVE-2018-16833,XSS,4.3
CVE-2018-16832,CSRF,4.3
CVE-2018-16831,Dir. Trav. Bypass,7.1
CVE-2018-16822,Sql,7.5
CVE-2018-16821,,5.0
CVE-2018-16820,Dir. Trav.,5.0
CVE-2018-16819,Dir. Trav.,5.5
CVE-2018-16807,,5.0
CVE-2018-16956,DoS,4.0
CVE-2018-16955,XSS,4.3
CVE-2018-16954,,5.8
CVE-2018-16953,XSS,4.3
CVE-2018-16952,CSRF,6.8
CVE-2018-16951,Exec Code CSRF,6.0
CVE-2018-16950,DoS,3.3
CVE-2018-16949,,5.0
CVE-2018-16948,#NAME?,5.0
CVE-2018-16947,,7.5
CVE-2018-16946,,5.0
CVE-2018-16884,Mem. Corr.,6.7
CVE-2018-16883,#NAME?,2.1
CVE-2018-16875,DoS,7.8
CVE-2018-16874,Exec Code Dir. Trav.,6.8
CVE-2018-16873,Exec Code,6.8
CVE-2018-16872,,3.5
CVE-2018-16869,,3.3
CVE-2018-16868,,3.3
CVE-2018-16867,Exec Code,4.4
CVE-2018-16863,Exec Code Bypass,9.3
CVE-2018-16862,#NAME?,2.1
CVE-2018-16861,Exec Code +Priv XSS CSRF,3.5
CVE-2018-16859,,2.1
CVE-2018-16857,,4.3
CVE-2018-16855,,5.0
CVE-2018-16854,CSRF,6.8
CVE-2018-16853,,4.3
CVE-2018-16852,DoS,3.5
CVE-2018-16851,DoS,4.0
CVE-2018-16850,Sql,7.5
CVE-2018-16849,#NAME?,5.0
CVE-2018-16847,,4.6
CVE-2018-16845,,5.8
CVE-2018-16844,,7.8
CVE-2018-16843,,7.8
CVE-2018-16842,DoS,6.4
CVE-2018-16841,DoS Mem. Corr.,4.0
CVE-2018-16840,,7.5
CVE-2018-16839,DoS Overflow,7.5
CVE-2018-16837,,2.1
CVE-2018-16836,Dir. Trav.,7.5
CVE-2018-16833,XSS,4.3
CVE-2018-16832,CSRF,4.3
CVE-2018-16831,Dir. Trav. Bypass,7.1
CVE-2018-16822,Sql,7.5
CVE-2018-16821,,5.0
CVE-2018-16820,Dir. Trav.,5.0
CVE-2018-16819,Dir. Trav.,5.5
CVE-2018-16807,,5.0
CVE-2018-16632,XSS,3.5
CVE-2018-16631,XSS,3.5
CVE-2018-16630,XSS,3.5
CVE-2018-16629,XSS,3.5
CVE-2018-16628,XSS,3.5
CVE-2018-16627,,5.8
CVE-2018-16622,XSS,3.5
CVE-2018-16621,,6.5
CVE-2018-16620,,5.0
CVE-2018-16619,XSS,4.3
CVE-2018-16608,,4.0
CVE-2018-16607,XSS,3.5
CVE-2018-16606,,4.0
CVE-2018-16605,XSS,3.5
CVE-2018-16604,Exec Code,6.5
CVE-2018-16603,#NAME?,4.3
CVE-2018-16602,#NAME?,4.3
CVE-2018-16601,DoS Exec Code,6.8
CVE-2018-16600,#NAME?,4.3
CVE-2018-16599,#NAME?,4.3
CVE-2018-16598,,4.3
CVE-2018-16597,,4.9
CVE-2018-16596,Exec Code Overflow,5.4
