CVE ID,Vulnerability Type(s),Score
CVE-2018-12694,DoS,7.8
CVE-2018-12693,DoS Overflow,6.8
CVE-2018-12692,Exec Code,6.5
CVE-2018-12691,Bypass,4.3
CVE-2018-12689,,7.5
CVE-2018-12688,,7.5
CVE-2018-12687,,5.0
CVE-2018-12684,DoS +Info,5.8
CVE-2018-12678,Bypass,7.5
CVE-2018-12675,,5.8
CVE-2018-12674,,2.9
CVE-2018-12673,#NAME?,5.0
CVE-2018-12672,XSS,3.5
CVE-2018-12671,#NAME?,5.0
CVE-2018-12670,,10.0
CVE-2018-12669,,6.5
CVE-2018-12668,,10.0
CVE-2018-12667,,7.5
CVE-2018-12666,Bypass,7.5
CVE-2018-12659,Bypass CSRF,6.8
CVE-2018-12658,XSS,4.3
CVE-2018-12657,XSS,4.3
CVE-2018-12656,XSS,4.3
CVE-2018-12655,XSS,4.3
CVE-2018-12654,XSS,4.3
CVE-2018-12651,XSS,4.3
CVE-2018-12650,XSS,4.3
CVE-2018-12649,Bypass,5.0
CVE-2018-12648,,4.3
CVE-2018-12642,,5.0
CVE-2018-12641,,4.3
CVE-2018-12640,Overflow,7.5
CVE-2018-12636,Sql,6.5
CVE-2018-12635,,5.0
CVE-2018-12634,#NAME?,5.0
CVE-2018-12633,DoS +Info,6.3
CVE-2018-12632,#NAME?,5.0
CVE-2018-12631,Dir. Trav.,5.0
CVE-2018-12630,Sql,7.5
CVE-2018-12617,Overflow,5.0
CVE-2018-12615,,5.0
CVE-2018-12613,Exec Code Bypass,6.5
CVE-2018-12608,,5.0
CVE-2018-12607,XSS,3.5
CVE-2018-12606,XSS,3.5
CVE-2018-12605,XSS,3.5
CVE-2018-12604,#NAME?,5.0
CVE-2018-12603,CSRF,6.8
CVE-2018-12602,CSRF,6.8
CVE-2018-12601,DoS Overflow,7.5
CVE-2018-12600,,6.8
CVE-2018-12599,,6.8
CVE-2018-12596,,7.5
CVE-2018-12594,#NAME?,5.0
CVE-2018-12592,#NAME?,5.0
CVE-2018-12591,Exec Code,9.0
CVE-2018-12590,Exec Code,9.0
CVE-2018-12589,Exec Code,6.8
CVE-2018-12588,XSS,4.3
CVE-2018-12587,XSS,4.3
CVE-2018-12585,DoS,6.4
CVE-2018-12584,DoS Exec Code Overflow,7.5
CVE-2018-12583,CSRF,5.8
CVE-2018-12582,CSRF,6.8
CVE-2018-12581,XSS,4.3
CVE-2018-12580,XSS,4.3
CVE-2018-12579,,6.8
CVE-2018-12578,DoS Overflow,7.5
CVE-2018-12577,,6.5
CVE-2018-12576,,4.3
CVE-2018-12575,Bypass,7.5
CVE-2018-12574,CSRF,6.8
CVE-2018-12571,,7.5
CVE-2018-12565,Exec Code,6.5
CVE-2018-12564,,4.0
CVE-2018-12563,,4.0
CVE-2018-12562,,7.5
CVE-2018-12561,,6.5
CVE-2018-12560,Dir. Trav.,4.0
CVE-2018-12559,Dir. Trav. Bypass,6.5
CVE-2018-12558,DoS,5.0
CVE-2018-12557,#NAME?,5.0
CVE-2018-12544,,7.5
CVE-2018-12543,,5.0
CVE-2018-12542,Dir. Trav.,7.5
CVE-2018-12541,Overflow,4.0
CVE-2018-12540,CSRF,6.8
CVE-2018-12539,Exec Code,4.6
CVE-2018-12538,,6.5
CVE-2018-12537,,5.0
CVE-2018-12536,,5.0
CVE-2018-12534,Sql,7.5
CVE-2018-12533,Exec Code,7.5
CVE-2018-12532,Exec Code,7.5
CVE-2018-12531,,7.5
CVE-2018-12530,Dir. Trav. CSRF,5.8
CVE-2018-12529,CSRF,6.8
CVE-2018-12528,,7.5
CVE-2018-12526,,10.0
CVE-2018-12525,#NAME?,5.0
CVE-2018-12524,#NAME?,5.0
CVE-2018-12523,#NAME?,5.0
CVE-2018-12522,#NAME?,5.0
CVE-2018-12520,,6.8
CVE-2018-12519,,4.0
CVE-2018-12511,Overflow,5.0
CVE-2018-12435,#NAME?,1.9
CVE-2018-12434,#NAME?,1.9
CVE-2018-12433,#NAME?,1.9
CVE-2018-12432,XSS,4.3
CVE-2018-12431,XSS,3.5
CVE-2018-12429,XSS,3.5
CVE-2018-12426,Exec Code,7.5
CVE-2018-12423,,5.0
CVE-2018-12422,Overflow,7.5
CVE-2018-12421,,5.0
CVE-2018-12420,,5.0
CVE-2018-12418,DoS,4.3
CVE-2018-12416,CSRF,6.8
CVE-2018-12415,CSRF,6.8
CVE-2018-12414,CSRF,6.8
CVE-2018-12413,CSRF,6.8
CVE-2018-12412,CSRF,6.8
CVE-2018-12411,CSRF,6.8
CVE-2018-12410,Exec Code,7.5
CVE-2018-12408,,5.0
CVE-2018-12387,,6.4
CVE-2018-12386,Exec Code,5.8
CVE-2018-12385,,4.4
CVE-2018-12383,,2.1
CVE-2018-12382,,5.0
CVE-2018-12381,,5.0
CVE-2018-12379,,4.6
CVE-2018-12378,,7.5
CVE-2018-12377,,7.5
CVE-2018-12376,Overflow Mem. Corr.,7.5
CVE-2018-12375,Overflow Mem. Corr.,6.8
CVE-2018-12374,#NAME?,4.3
CVE-2018-12373,#NAME?,4.3
CVE-2018-12372,#NAME?,4.3
CVE-2018-12370,Bypass CSRF,6.8
CVE-2018-12369,,7.5
CVE-2018-12368,Exec Code,9.3
CVE-2018-12367,,4.3
CVE-2018-12366,,4.3
CVE-2018-12365,#NAME?,4.3
CVE-2018-12364,Bypass CSRF,6.8
CVE-2018-12363,,6.8
CVE-2018-12362,Overflow,6.8
CVE-2018-12361,Overflow,6.8
CVE-2018-12360,,6.8
CVE-2018-12359,Overflow,6.8
CVE-2018-12358,#NAME?,4.3
CVE-2018-12356,Exec Code,7.5
CVE-2018-12355,XSS,4.3
CVE-2018-12354,CSRF,6.8
CVE-2018-12353,XSS,4.3
CVE-2018-12339,XSS,3.5
CVE-2018-12338,,10.0
CVE-2018-12337,#NAME?,2.1
CVE-2018-12336,#NAME?,10.0
CVE-2018-12335,,4.1
CVE-2018-12334,,6.5
CVE-2018-12333,Exec Code,6.8
CVE-2018-12332,,1.9
CVE-2018-12331,Bypass,5.8
CVE-2018-12330,,8.5
CVE-2018-12329,#NAME?,4.3
CVE-2018-12327,Exec Code Overflow,7.5
CVE-2018-12326,Exec Code Overflow,4.6
CVE-2018-12323,,7.2
CVE-2018-12322,,4.3
CVE-2018-12321,,6.8
CVE-2018-12320,,6.8
CVE-2018-12319,XSS,5.0
CVE-2018-12318,#NAME?,4.0
CVE-2018-12317,Exec Code,9.0
CVE-2018-12316,Exec Code,9.0
CVE-2018-12315,,4.0
CVE-2018-12314,Dir. Trav.,7.8
CVE-2018-12313,Exec Code,10.0
CVE-2018-12312,Exec Code,9.0
CVE-2018-12311,XSS,3.5
CVE-2018-12310,XSS,3.5
CVE-2018-12309,Dir. Trav.,5.0
CVE-2018-12308,#NAME?,4.0
CVE-2018-12307,Exec Code,9.0
CVE-2018-12306,Dir. Trav.,5.0
CVE-2018-12305,XSS,4.3
CVE-2018-12294,,6.8
CVE-2018-12293,Overflow,6.8
CVE-2018-12292,,7.5
CVE-2018-12291,,5.0
CVE-2018-12290,XSS,4.3
CVE-2018-12273,XSS,4.3
CVE-2018-12272,XSS,4.3
CVE-2018-12271,Bypass,6.9
CVE-2018-12268,,7.5
CVE-2018-12266,XSS,4.3
CVE-2018-12265,Overflow,6.8
CVE-2018-12264,Overflow,6.8
CVE-2018-12263,,6.5
CVE-2018-12261,,2.1
CVE-2018-12260,,2.1
CVE-2018-12259,,7.2
CVE-2018-12258,,7.2
CVE-2018-12257,,2.1
CVE-2018-12256,Exec Code,6.5
CVE-2018-12255,XSS,4.3
CVE-2018-12254,Sql,6.5
CVE-2018-12249,,5.0
CVE-2018-12248,,5.0
CVE-2018-12247,,5.0
CVE-2018-12246,XSS,4.3
CVE-2018-12245,,6.8
CVE-2018-12243,,5.8
CVE-2018-12242,Bypass,7.5
CVE-2018-12241,XSS,4.3
CVE-2018-12240,,4.3
CVE-2018-12239,Bypass,4.6
CVE-2018-12238,Bypass,4.6
CVE-2018-12234,XSS,4.3
CVE-2018-12233,Overflow Mem. Corr.,6.8
CVE-2018-12232,,7.1
CVE-2018-12230,,5.0
CVE-2018-12229,XSS,4.3
CVE-2018-12228,,6.8
CVE-2018-12227,Bypass +Info,5.0
CVE-2018-12206,DoS Overflow,2.1
CVE-2018-12193,,2.1
CVE-2018-12176,DoS Exec Code,7.2
CVE-2018-12175,,4.6
CVE-2018-12174,Overflow,4.6
CVE-2018-12173,DoS Exec Code,7.2
CVE-2018-12172,,2.1
CVE-2018-12171,DoS Exec Code,7.5
CVE-2018-12169,Bypass,4.6
CVE-2018-12168,Exec Code,7.2
CVE-2018-12163,,6.8
CVE-2018-12162,Exec Code,4.6
CVE-2018-12161,#NAME?,4.3
CVE-2018-12160,Exec Code,4.6
CVE-2018-12158,DoS +Info,5.6
CVE-2018-12155,#NAME?,2.1
CVE-2018-12154,DoS,2.1
CVE-2018-12153,DoS,4.9
CVE-2018-12152,Exec Code Overflow,4.6
CVE-2018-12151,DoS Overflow,2.1
CVE-2018-12150,Exec Code Overflow,4.6
CVE-2018-12149,Overflow,2.1
CVE-2018-12148,Exec Code,7.2
CVE-2018-12131,,4.6
CVE-2018-12123,,4.3
CVE-2018-12122,DoS,5.0
CVE-2018-12121,DoS,5.0
CVE-2018-12120,,6.8
CVE-2018-12116,,5.0
CVE-2018-12115,,5.0
CVE-2018-12114,CSRF,6.8
CVE-2018-12113,Exec Code Overflow,7.5
CVE-2018-12112,DoS Overflow,6.8
CVE-2018-12111,XSS,4.3
CVE-2018-12110,Sql,6.5
CVE-2018-12109,DoS Overflow,6.8
CVE-2018-12108,DoS,4.3
CVE-2018-12104,XSS,4.3
CVE-2018-12103,,3.3
CVE-2018-12102,,4.3
CVE-2018-12100,XSS,3.5
CVE-2018-12099,XSS,4.3
CVE-2018-12098,#NAME?,1.9
CVE-2018-12097,#NAME?,1.9
CVE-2018-12096,,1.9
CVE-2018-12095,XSS,3.5
CVE-2018-12094,XSS,3.5
CVE-2018-12093,,5.0
CVE-2018-12092,,7.5
CVE-2018-12090,XSS,4.3
CVE-2018-12089,#NAME?,3.5
CVE-2018-12088,,5.0
CVE-2018-12087,,2.1
CVE-2018-12086,Overflow,5.0
CVE-2018-12085,Overflow,6.8
CVE-2018-12084,,5.0
CVE-2018-12083,,5.0
CVE-2018-12082,,5.0
CVE-2018-12081,,5.0
CVE-2018-12080,,5.0
CVE-2018-12079,,5.0
CVE-2018-12078,,5.0
CVE-2018-12076,#NAME?,1.9
CVE-2018-12073,XSS,2.9
CVE-2018-12072,,10.0
CVE-2018-12071,,7.5
CVE-2018-12070,Overflow,5.0
CVE-2018-12068,Overflow,5.0
CVE-2018-12067,Overflow,5.0
CVE-2018-12066,DoS,2.1
CVE-2018-12065,Exec Code File Inclusion,7.5
CVE-2018-12064,,7.5
CVE-2018-12063,Overflow,5.0
CVE-2018-12062,Overflow,5.0
CVE-2018-12056,,5.0
CVE-2018-12055,Sql,7.5
CVE-2018-12054,Dir. Trav.,5.0
CVE-2018-12053,Dir. Trav.,6.4
CVE-2018-12052,Sql,7.5
CVE-2018-12051,Exec Code,7.5
CVE-2018-12049,Bypass,10.0
CVE-2018-12048,Bypass,10.0
CVE-2018-12047,XSS,4.3
CVE-2018-12046,,5.0
CVE-2018-12045,,7.5
CVE-2018-12043,XSS,4.3
CVE-2018-12042,Dir. Trav.,5.0
CVE-2018-12041,,5.0
CVE-2018-12040,XSS,4.3
CVE-2018-12039,Exec Code Sql,7.5
CVE-2018-12038,,1.9
CVE-2018-12037,,1.9
CVE-2018-12036,Dir. Trav.,6.8
CVE-2018-12035,Exec Code,6.8
CVE-2018-12034,Exec Code,6.8
CVE-2018-12031,Dir. Trav. File Inclusion,7.5
CVE-2018-12030,XSS,3.5
CVE-2018-12029,,4.4
CVE-2018-12028,,6.8
CVE-2018-12027,#NAME?,6.5
CVE-2018-12026,,7.5
CVE-2018-12025,Bypass,5.0
CVE-2018-12021,#NAME?,6.8
CVE-2018-12020,,5.0
CVE-2018-12019,,5.0
CVE-2018-12018,DoS,5.0
CVE-2018-12016,DoS,5.0
CVE-2018-12015,Dir. Trav. Bypass,6.4
CVE-2018-11996,,7.2
CVE-2018-11995,Overflow,7.2
CVE-2018-11994,,7.2
CVE-2018-11988,,4.6
CVE-2018-11987,,4.6
CVE-2018-11986,Overflow,4.6
CVE-2018-11985,Overflow,4.6
CVE-2018-11984,,4.6
CVE-2018-11983,,4.6
CVE-2018-11982,,8.3
CVE-2018-11965,,7.2
CVE-2018-11964,,7.2
CVE-2018-11963,,7.2
CVE-2018-11961,Overflow,7.2
CVE-2018-11960,,7.2
CVE-2018-11956,,7.2
CVE-2018-11951,,4.9
CVE-2018-11950,,7.2
CVE-2018-11946,,6.1
CVE-2018-11943,,4.6
CVE-2018-11921,,7.2
CVE-2018-11919,Overflow Mem. Corr.,4.6
CVE-2018-11918,,4.6
CVE-2018-11914,,7.2
CVE-2018-11913,,7.2
CVE-2018-11912,,7.2
CVE-2018-11911,,7.2
CVE-2018-11910,,7.2
CVE-2018-11909,,7.2
CVE-2018-11908,,7.2
CVE-2018-11907,,7.2
CVE-2018-11906,,7.2
CVE-2018-11905,Overflow,10.0
CVE-2018-11904,,7.2
CVE-2018-11903,,7.2
CVE-2018-11902,,7.2
CVE-2018-11898,,7.2
CVE-2018-11897,,7.2
CVE-2018-11895,Overflow,7.2
CVE-2018-11894,Overflow,7.2
CVE-2018-11893,Overflow,4.6
CVE-2018-11891,,8.3
CVE-2018-11889,Overflow,7.2
CVE-2018-11886,Overflow,7.2
CVE-2018-11884,Overflow,7.2
CVE-2018-11883,,7.2
CVE-2018-11882,Overflow,7.2
CVE-2018-11880,Overflow,7.2
CVE-2018-11879,Bypass,7.2
CVE-2018-11878,Overflow,7.2
CVE-2018-11877,Overflow Bypass,7.2
CVE-2018-11876,Overflow,7.2
CVE-2018-11875,Overflow,7.2
CVE-2018-11874,Overflow,7.2
CVE-2018-11873,,7.2
CVE-2018-11872,,7.2
CVE-2018-11871,Overflow,7.2
CVE-2018-11870,Overflow,7.2
CVE-2018-11869,Overflow,7.2
CVE-2018-11868,Overflow,7.2
CVE-2018-11867,Overflow,7.2
CVE-2018-11866,Overflow,7.2
CVE-2018-11865,Overflow,7.2
CVE-2018-11863,Overflow,7.2
CVE-2018-11862,Overflow,7.2
CVE-2018-11861,Overflow,7.2
CVE-2018-11860,Overflow,7.2
CVE-2018-11859,Overflow,7.2
CVE-2018-11858,Overflow,7.2
CVE-2018-11857,Overflow,7.2
CVE-2018-11856,Overflow,7.2
CVE-2018-11854,Overflow,7.2
CVE-2018-11853,Overflow,7.2
CVE-2018-11852,,7.2
CVE-2018-11851,,7.2
CVE-2018-11850,Overflow,7.2
CVE-2018-11849,Overflow,7.2
CVE-2018-11846,#NAME?,4.7
CVE-2018-11843,,7.2
CVE-2018-11842,Overflow,7.2
CVE-2018-11840,,7.2
CVE-2018-11836,Overflow,7.2
CVE-2018-11832,Overflow,4.6
CVE-2018-11828,,7.8
CVE-2018-11827,,7.2
CVE-2018-11826,Overflow,7.2
CVE-2018-11824,Overflow,7.2
CVE-2018-11823,,4.6
CVE-2018-11822,Overflow,7.2
CVE-2018-11821,Overflow,7.2
CVE-2018-11818,,4.4
CVE-2018-11813,,5.0
CVE-2018-11808,,10.0
CVE-2018-11806,Overflow,7.2
CVE-2018-11804,,5.0
CVE-2018-11799,,4.0
CVE-2018-11797,,4.3
CVE-2018-11796,DoS,5.0
CVE-2018-11792,,7.5
CVE-2018-11787,,6.8
CVE-2018-11786,,9.0
CVE-2018-11785,,4.0
CVE-2018-11784,,4.3
CVE-2018-11781,,4.6
CVE-2018-11780,Exec Code,7.5
CVE-2018-11778,Overflow,6.5
CVE-2018-11777,,5.5
CVE-2018-11776,Exec Code,9.3
CVE-2018-11775,,5.8
CVE-2018-11771,DoS,4.3
CVE-2018-11770,,4.9
CVE-2018-11769,Exec Code +Priv Bypass,9.0
CVE-2018-11766,,9.0
CVE-2018-11763,,4.3
CVE-2018-11762,Dir. Trav.,5.8
CVE-2018-11761,DoS,5.0
CVE-2018-11759,Dir. Trav. Bypass,5.0
CVE-2018-11758,,5.8
CVE-2018-11757,,7.5
CVE-2018-11756,,7.5
